accuracy,bathType,bedType,bedroomType,checkin,cleanliness,communication,guestSatisfaction,isSuperhost,latitude,location,longitude,numBaths,numBeds,numGuests,numHostReviews,numReviews,numRooms,price,rating,responseTimeShown,roomID,roomType,shortDesc,value
10,shared baths,bed,bedroom,10,10,10,98,,38.01729,10,-78.49419,1.5,1,2,,144,1,68,5,,10710588,,,10
10,bath,bed,bedroom,10,10,10,98,,38.02289,10,-78.47395,1,1,4,,187,1,68,5,,23004014,,,10
10,bath,bed,bedroom,10,10,10,99,,38.02347,10,-78.50087,1,1,4,,18,1,68,5,,38573765,,,10
10,private bath,beds,bedroom,10,10,10,99,,38.02593,10,-78.45441,1,2,3,,147,1,68,5,,23918430,,,10
10,shared bath,bed,bedroom,10,10,10,97,,38.0315,10,-78.50179,1,1,3,,380,1,65,5,,7279476,,,10
10,bath,bed,bedroom,10,10,10,97,,38.02068,10,-78.511,1,1,2,,87,1,65,5,,17460536,,,10
10,baths,bed,bedroom,10,10,10,98,,38.03524,10,-78.47976,1.5,1,2,,245,1,63,5,,98084,,,10
10,shared bath,bed,bedroom,10,10,10,100,,38.04829,10,-78.46064,1,1,3,,43,1,63,5,,34110658,,,10
10,bath,bed,bedroom,10,10,10,99,,38.02316,10,-78.4713,1,1,2,,143,1,70,5,,15278354,,,10
10,private bath,bed,bedroom,10,10,10,100,,38.04799,10,-78.49198,1,1,2,,240,1,70,5,,18663946,,,10
10,bath,beds,bedrooms,10,10,10,99,,38.04383,10,-78.46554,1,4,6,,180,2,62,5,,29263972,,,10
10,private bath,bed,bedroom,10,10,10,99,,38.04686,10,-78.50017,1,1,2,,419,1,62,5,,2591146,,,10
10,bath,bed,bedroom,10,10,10,96,,38.02118,10,-78.48529,1,1,2,,198,1,68,5,,29737275,,,10
10,bath,beds,Studio,10,10,10,99,,38.04792,10,-78.48525,1,2,4,,440,0,68,5,,2399994,,,10
10,bath,bed,bedroom,10,10,10,97,,38.04266,10,-78.46288,1,1,2,,68,1,69,5,,33658833,,,10
10,bath,bed,bedroom,10,10,10,99,,38.02347,10,-78.50087,1,1,4,,18,1,63,5,,38573765,,,10
10,bath,beds,bedroom,10,10,10,98,,38.02579,10,-78.47593,1,2,3,,143,1,63,5,,22626013,,,10
10,shared baths,bed,bedroom,10,10,10,98,,38.01729,10,-78.49419,1.5,1,2,,144,1,68,5,,10710588,,,10
10,bath,beds,bedroom,10,10,10,97,,38.02612,10,-78.47463,1,2,3,,159,1,68,5,,23271179,,,10
10,shared bath,bed,bedroom,10,10,10,97,,38.0315,10,-78.50179,1,1,3,,380,1,70,5,,7279476,,,10
10,shared bath,bed,bedroom,10,10,10,100,,38.04829,10,-78.46064,1,1,3,,43,1,70,5,,34110658,,,10
10,bath,beds,bedroom,10,10,10,98,,38.02533,10,-78.47852,1,2,6,,235,1,63,5,,18689465,,,10
10,baths,bed,bedroom,10,10,10,98,,38.03524,10,-78.47976,1.5,1,2,,245,1,63,5,,98084,,,10
10,bath,beds,bedrooms,10,10,10,99,,38.04383,10,-78.46554,1,4,6,,180,2,65,5,,29263972,,,10
10,bath,bed,bedroom,10,10,10,99,,38.02316,10,-78.4713,1,1,2,,143,1,65,5,,15278354,,,10
10,bath,bed,bedroom,10,10,10,98,,38.02289,10,-78.47395,1,1,4,,187,1,70,5,,23004014,,,10
10,bath,bed,Studio,10,10,10,97,,38.03036,10,-78.4825,1,1,2,,253,0,70,5,,15267062,,,10
10,private bath,bed,bedroom,10,10,10,100,,38.04799,10,-78.49198,1,1,2,,240,1,62,5,,18663946,,,10
10,private bath,bed,bedroom,10,10,10,99,,38.04686,10,-78.50017,1,1,2,,419,1,62,5,,2591146,,,10
10,bath,bed,bedroom,10,10,10,96,,38.02118,10,-78.48529,1,1,2,,198,1,68,5,,29737275,,,10
10,bath,beds,Studio,10,10,10,99,,38.04792,10,-78.48525,1,2,4,,440,0,68,5,,2399994,,,10
10,private bath,beds,bedroom,10,10,10,99,,38.02593,10,-78.45441,1,2,3,,147,1,62,5,,23918430,,,10
