accuracy,bathType,bedType,bedroomType,checkin,cleanliness,communication,guestSatisfaction,isSuperhost,latitude,location,longitude,numBaths,numBeds,numGuests,numHostReviews,numReviews,numRooms,price,rating,responseTimeShown,roomID,roomType,shortDesc,value
10,bath,bed,bedroom,10,9,10,96,,38.02449,10,-78.48075,,1,4,,381,1,$99,5,,4391817,,,9
10,baths,bed,bedroom,10,10,10,98,,38.03457,10,-78.47952,,1,2,,255,1,$100,5,,98084,,,10
10,bath,beds,bedrooms,10,10,10,98,,38.02077,10,-78.48313,,3,4,,197,2,$100,5,,13743664,,,10
10,shared bath,beds,bedroom,10,10,10,100,,38.08332,10,-78.48421,,2,3,,8,1,$100,5,,3039395,,,10
,baths,beds,bedrooms,,,,,,38.06209,,-78.50561,,0,5,,,3,$100,,,42171057,,,
10,baths,bed,bedroom,10,10,10,99,,38.04467,10,-78.47095,,1,2,,58,1,$90,5,,1382827,,,10
,private bath,bed,bedroom,,,,,,38.08326,,-78.49861,,1,2,,,1,$100,,,33959757,,,
10,bath,bed,bedroom,10,10,10,100,,38.06448,10,-78.50478,,1,4,,36,1,$95,5,,24685846,,,10
10,private bath,beds,bedroom,10,10,10,100,,38.03343,10,-78.46788,,2,3,,84,1,$95,5,,19431411,,,10
10,private bath,bed,bedroom,10,10,10,99,,38.03468,10,-78.49124,,1,2,,83,1,$90,5,,13605308,,,10
10,baths,beds,bedroom,10,10,10,97,,38.0357,10,-78.48032,,2,2,,24,1,$92,5,,26714842,,,10
10,bath,beds,bedrooms,10,10,10,99,,38.04497,10,-78.45351,,2,3,,22,2,$99,5,,7772434,,,10
10,bath,beds,bedroom,10,10,10,97,,38.02624,10,-78.47314,,2,4,,309,1,$90,5,,17337587,,,10
10,bath,bed,bedroom,10,9,10,96,,38.02449,10,-78.48075,,1,4,,381,1,$99,5,,4391817,,,9
10,baths,bed,bedroom,10,10,10,98,,38.03457,10,-78.47952,,1,2,,255,1,$100,5,,98084,,,10
10,bath,beds,bedrooms,10,10,10,98,,38.02077,10,-78.48313,,3,4,,197,2,$100,5,,13743664,,,10
10,shared bath,beds,bedroom,10,9,10,91,,38.03023,10,-78.48867,,2,2,,207,1,$80,4.5,,1601402,,,9
10,bath,bed,bedroom,10,10,10,98,,38.06165,10,-78.50358,,1,3,,131,1,$83,5,,13715759,,,10
10,shared bath,beds,bedrooms,10,10,10,100,,38.04531,10,-78.46786,,2,4,,7,2,$74,5,,38344624,,,10
10,bath,beds,bedrooms,10,9,10,96,,38.029,10,-78.46394,,2,4,,285,2,$75,5,,762275,,,9
10,bath,beds,bedrooms,10,10,10,96,,38.0198,10,-78.46376,,3,6,,622,3,$80,5,,1560850,,,10
10,bath,bed,Studio,10,10,10,98,,38.03619,10,-78.46024,,1,4,,11,0,$79,5,,37213769,,,10
10,baths,beds,bedrooms,10,10,10,99,,38.08404,10,-78.48808,,2,4,,189,2,$78,5,,21227688,,,10
10,bath,beds,bedrooms,10,10,10,97,,38.02333,10,-78.50342,,3,4,,164,2,$82,5,,22097621,,,10
10,bath,beds,Studio,10,10,10,100,,38.06301,10,-78.48075,,2,4,,7,0,$83,5,,41146727,,,10
10,bath,beds,bedroom,10,10,10,98,,38.02579,10,-78.47593,,2,3,,157,1,$73,5,,22626013,,,10
10,bath,beds,bedroom,10,10,10,97,,38.03727,10,-78.47854,,2,4,,155,1,$69,5,,156430,,,10
10,bath,beds,Studio,10,10,10,99,,38.04792,10,-78.48525,,2,4,,465,0,$75,5,,2399994,,,10
10,shared bath,beds,bedroom,10,10,10,100,,38.08332,10,-78.48421,,2,3,,8,1,$100,5,,3039395,,,10
,baths,beds,bedrooms,,,,,,38.06209,,-78.50561,,0,5,,,3,$100,,,42171057,,,
10,baths,bed,bedroom,10,10,10,99,,38.04467,10,-78.47095,,1,2,,58,1,$90,5,,1382827,,,10
,private bath,bed,bedroom,,,,,,38.08326,,-78.49861,,1,2,,,1,$100,,,33959757,,,
10,bath,bed,bedroom,10,10,10,100,,38.06448,10,-78.50478,,1,4,,36,1,$95,5,,24685846,,,10
10,private bath,beds,bedroom,10,10,10,100,,38.03343,10,-78.46788,,2,3,,84,1,$95,5,,19431411,,,10
10,private bath,bed,bedroom,10,10,10,99,,38.03468,10,-78.49124,,1,2,,83,1,$90,5,,13605308,,,10
10,baths,beds,bedroom,10,10,10,97,,38.0357,10,-78.48032,,2,2,,24,1,$92,5,,26714842,,,10
10,bath,beds,bedrooms,10,10,10,99,,38.04497,10,-78.45351,,2,3,,22,2,$99,5,,7772434,,,10
10,bath,beds,bedroom,10,10,10,97,,38.02624,10,-78.47314,,2,4,,309,1,$90,5,,17337587,,,10
10,bath,bed,bedroom,10,9,10,96,,38.02449,10,-78.48075,,1,4,,381,1,$99,5,,4391817,,,9
10,baths,bed,bedroom,10,10,10,98,,38.03457,10,-78.47952,,1,2,,255,1,$100,5,,98084,,,10
10,bath,beds,bedrooms,10,10,10,98,,38.02077,10,-78.48313,,3,4,,197,2,$100,5,,13743664,,,10
10,shared bath,beds,bedroom,10,10,10,100,,38.08332,10,-78.48421,,2,3,,8,1,$114,5,,3039395,,,10
10,shared bath,beds,bedroom,10,10,10,100,,38.08332,10,-78.48421,,2,3,,8,1,$100,5,,3039395,,,10
10,private bath,beds,bedrooms,10,10,10,99,,38.03743,10,-78.42195,,2,4,,94,2,$109,5,,14489648,,,10
10,shared bath,beds,bedroom,10,10,10,100,,38.08332,10,-78.48421,,2,3,,8,1,$114,5,,3039395,,,10
10,private bath,beds,bedrooms,10,10,10,99,,38.03743,10,-78.42195,,2,4,,94,2,$ 109,5,,14489648,,,10
10,shared bath,beds,bedroom,10,10,10,100,,38.08332,10,-78.48421,,2,3,,8,1,$114,5,,3039395,,,10
10,private bath,beds,bedrooms,10,10,10,99,,38.03743,10,-78.42195,,2,4,,94,2,$95,5,,14489648,,,10
10,private bath,beds,bedrooms,10,10,10,99,,38.03743,10,-78.42195,,2,4,,94,2,$ 109,5,,14489648,,,10
10,private bath,beds,bedrooms,10,10,10,99,,38.03743,10,-78.42195,,2,4,,94,2,$ 109,5,,14489648,,,10
10,shared bath,beds,bedroom,10,10,10,100,,38.08332,10,-78.48421,,2,3,,8,1,$100,5,,3039395,,,10
10,private bath,beds,bedrooms,10,10,10,99,,38.03743,10,-78.42195,,2,4,,94,2,$95,5,,14489648,,,10
10,shared bath,beds,bedroom,10,10,10,100,,38.08332,10,-78.48421,,2,3,,8,1,$100,5,,3039395,,,10
10,shared bath,beds,bedroom,10,10,10,100,,38.08332,10,-78.48421,,2,3,,8,1,$100,5,,3039395,,,10
10,private bath,beds,bedrooms,10,10,10,99,,38.03743,10,-78.42195,,2,4,,94,2,$109,5,,14489648,,,10
10,shared bath,beds,bedroom,10,10,10,100,,38.08332,10,-78.48421,,2,3,,8,1,$114,5,,3039395,,,10
10,private bath,beds,bedrooms,10,10,10,99,,38.03743,10,-78.42195,,2,4,,94,2,$109,5,,14489648,,,10
10,shared bath,beds,bedroom,10,10,10,100,,38.08332,10,-78.48421,,2,3,,8,1,$114,5,,3039395,,,10
,baths,beds,bedrooms,,,,,,38.06209,,-78.50561,,0,5,,,3,$117,,,42171057,,,
,private bath,bed,bedroom,,,,,,38.08326,,-78.49861,,1,2,,,1,$121,,,33959757,,,
10,bath,beds,bedrooms,10,10,10,100,,38.03871,10,-78.47943,,2,4,,7,2,$139,5,,40759154,,,10
10,baths,bed,bedroom,10,10,10,98,,38.03457,10,-78.47952,,1,2,,255,1,$121,5,,98084,,,10
10,baths,beds,bedrooms,10,10,10,99,,38.04181,10,-78.48864,,3,6,,40,3,$137,5,,35900078,,,10
10,bath,beds,bedrooms,10,10,10,98,,38.02077,10,-78.48313,,3,4,,197,2,$136,5,,13743664,,,10
10,baths,bed,bedroom,10,10,10,99,,38.04467,10,-78.47095,,1,2,,58,1,$106,5,,1382827,,,10
10,private bath,bed,bedroom,10,10,10,98,,38.04591,10,-78.4927,,1,1,,13,1,$103,5,,13575178,,,10
10,private bath,beds,Studio,10,10,10,99,,38.0213,10,-78.5007,,2,4,,82,0,$104,5,,12056699,,,10
10,bath,bed,Studio,10,10,10,96,,38.04848,10,-78.48907,,1,3,,38,0,$106,5,,15038321,,,10
10,bath,beds,bedroom,10,10,10,100,,38.08206,10,-78.48184,,2,4,,4,1,$105,5,,39489647,,,10
10,private bath,bed,bedroom,10,10,10,99,,38.03468,10,-78.49124,,1,2,,83,1,$107,5,,13605308,,,10
10,bath,beds,bedroom,10,10,10,100,,38.03972,10,-78.46602,,2,4,,108,1,$109,5,,3218982,,,10
10,bath,beds,bedroom,10,10,10,99,,38.01542,10,-78.48487,,2,3,,70,1,$105,5,,16228345,,,10
10,bath,beds,bedroom,10,10,10,99,,38.02553,10,-78.48166,,2,4,,205,1,$109,5,,17210204,,,10
,baths,beds,bedrooms,,,,,,38.06209,,-78.50561,,0,5,,,3,$117,,,42171057,,,
,private bath,bed,bedroom,,,,,,38.08326,,-78.49861,,1,2,,,1,$121,,,33959757,,,
10,bath,beds,bedrooms,10,10,10,100,,38.03871,10,-78.47943,,2,4,,7,2,$139,5,,40759154,,,10
10,baths,bed,bedroom,10,10,10,98,,38.03457,10,-78.47952,,1,2,,255,1,$121,5,,98084,,,10
10,baths,beds,bedrooms,10,10,10,99,,38.04181,10,-78.48864,,3,6,,40,3,$137,5,,35900078,,,10
10,bath,beds,bedrooms,10,10,10,98,,38.02077,10,-78.48313,,3,4,,197,2,$136,5,,13743664,,,10
10,baths,bed,bedroom,10,10,10,99,,38.04467,10,-78.47095,,1,2,,58,1,$106,5,,1382827,,,10
10,private bath,bed,bedroom,10,10,10,98,,38.04591,10,-78.4927,,1,1,,13,1,$103,5,,13575178,,,10
10,private bath,beds,Studio,10,10,10,99,,38.0213,10,-78.5007,,2,4,,82,0,$104,5,,12056699,,,10
10,bath,bed,Studio,10,10,10,96,,38.04848,10,-78.48907,,1,3,,38,0,$106,5,,15038321,,,10
10,bath,beds,bedroom,10,10,10,100,,38.08206,10,-78.48184,,2,4,,4,1,$105,5,,39489647,,,10
10,private bath,bed,bedroom,10,10,10,99,,38.03468,10,-78.49124,,1,2,,83,1,$107,5,,13605308,,,10
10,bath,beds,bedroom,10,10,10,100,,38.03972,10,-78.46602,,2,4,,108,1,$109,5,,3218982,,,10
10,bath,beds,bedroom,10,10,10,99,,38.01542,10,-78.48487,,2,3,,70,1,$105,5,,16228345,,,10
10,bath,beds,bedroom,10,10,10,99,,38.02553,10,-78.48166,,2,4,,205,1,$109,5,,17210204,,,10
,baths,beds,bedrooms,,,,,,38.06209,,-78.50561,,0,5,,,3,$100,,,42171057,,,
,private bath,bed,bedroom,,,,,,38.08326,,-78.49861,,1,2,,,1,$100,,,33959757,,,
10,bath,beds,bedrooms,10,10,10,100,,38.03871,10,-78.47943,,2,4,,7,2,$108,5,,40759154,,,10
10,baths,bed,bedroom,10,10,10,98,,38.03457,10,-78.47952,,1,2,,255,1,$100,5,,98084,,,10
10,baths,beds,bedrooms,10,10,10,99,,38.04181,10,-78.48864,,3,6,,40,3,$105,5,,35900078,,,10
10,bath,beds,bedrooms,10,10,10,98,,38.02077,10,-78.48313,,3,4,,197,2,$100,5,,13743664,,,10
,baths,beds,bedrooms,,,,,,38.06209,,-78.50561,,0,5,,,3,$100,,,42171057,,,
,private bath,bed,bedroom,,,,,,38.08326,,-78.49861,,1,2,,,1,$100,,,33959757,,,
10,bath,beds,bedrooms,10,10,10,100,,38.03871,10,-78.47943,,2,4,,7,2,$108,5,,40759154,,,10
10,baths,bed,bedroom,10,10,10,98,,38.03457,10,-78.47952,,1,2,,255,1,$100,5,,98084,,,10
10,baths,beds,bedrooms,10,10,10,99,,38.04181,10,-78.48864,,3,6,,40,3,$105,5,,35900078,,,10
10,bath,beds,bedrooms,10,10,10,98,,38.02077,10,-78.48313,,3,4,,197,2,$100,5,,13743664,,,10
10,baths,bed,bedroom,10,10,10,99,,38.04467,10,-78.47095,,1,2,,58,1,$90,5,,1382827,,,10
10,private bath,bed,bedroom,10,10,10,98,,38.04591,10,-78.4927,,1,1,,13,1,$65,5,,13575178,,,10
10,private bath,beds,Studio,10,10,10,99,,38.0213,10,-78.5007,,2,4,,82,0,$85,5,,12056699,,,10
10,bath,bed,Studio,10,10,10,96,,38.04848,10,-78.48907,,1,3,,38,0,$80,5,,15038321,,,10
10,bath,beds,bedroom,10,10,10,100,,38.08206,10,-78.48184,,2,4,,4,1,$86,5,,39489647,,,10
10,private bath,bed,bedroom,10,10,10,99,,38.03468,10,-78.49124,,1,2,,83,1,$90,5,,13605308,,,10
10,bath,beds,bedroom,10,10,10,100,,38.03972,10,-78.46602,,2,4,,108,1,$84,5,,3218982,,,10
10,bath,beds,bedroom,10,10,10,99,,38.01542,10,-78.48487,,2,3,,70,1,$82,5,,16228345,,,10
10,bath,beds,bedroom,10,10,10,99,,38.02553,10,-78.48166,,2,4,,205,1,$85,5,,17210204,,,10
,baths,beds,bedrooms,,,,,,38.06209,,-78.50561,,0,5,,,3,$100,,,42171057,,,
,private bath,bed,bedroom,,,,,,38.08326,,-78.49861,,1,2,,,1,$100,,,33959757,,,
10,bath,beds,bedrooms,10,10,10,100,,38.03871,10,-78.47943,,2,4,,7,2,$108,5,,40759154,,,10
10,baths,bed,bedroom,10,10,10,98,,38.03457,10,-78.47952,,1,2,,255,1,$100,5,,98084,,,10
10,baths,beds,bedrooms,10,10,10,99,,38.04181,10,-78.48864,,3,6,,40,3,$105,5,,35900078,,,10
10,bath,beds,bedrooms,10,10,10,98,,38.02077,10,-78.48313,,3,4,,197,2,$100,5,,13743664,,,10
10,baths,bed,bedroom,10,10,10,99,,38.04467,10,-78.47095,,1,2,,58,1,$ 106,5,,1382827,,,10
10,private bath,bed,bedroom,10,10,10,98,,38.04591,10,-78.4927,,1,1,,13,1,$ 103,5,,13575178,,,10
10,private bath,beds,Studio,10,10,10,99,,38.0213,10,-78.5007,,2,4,,82,0,$ 104,5,,12056699,,,10
10,bath,bed,Studio,10,10,10,96,,38.04848,10,-78.48907,,1,3,,38,0,$ 106,5,,15038321,,,10
10,bath,beds,bedroom,10,10,10,100,,38.08206,10,-78.48184,,2,4,,4,1,$ 105,5,,39489647,,,10
10,private bath,bed,bedroom,10,10,10,99,,38.03468,10,-78.49124,,1,2,,83,1,$ 107,5,,13605308,,,10
10,bath,beds,bedroom,10,10,10,100,,38.03972,10,-78.46602,,2,4,,108,1,$ 109,5,,3218982,,,10
10,bath,beds,bedroom,10,10,10,99,,38.01542,10,-78.48487,,2,3,,70,1,$ 105,5,,16228345,,,10
10,bath,beds,bedroom,10,10,10,99,,38.02553,10,-78.48166,,2,4,,205,1,$ 109,5,,17210204,,,10
10,baths,bed,bedroom,10,10,10,99,,38.04467,10,-78.47095,,1,2,,58,1,$ 106,5,,1382827,,,10
10,private bath,bed,bedroom,10,10,10,98,,38.04591,10,-78.4927,,1,1,,13,1,$ 103,5,,13575178,,,10
10,private bath,beds,Studio,10,10,10,99,,38.0213,10,-78.5007,,2,4,,82,0,$ 104,5,,12056699,,,10
10,bath,bed,Studio,10,10,10,96,,38.04848,10,-78.48907,,1,3,,38,0,$ 106,5,,15038321,,,10
10,bath,beds,bedroom,10,10,10,100,,38.08206,10,-78.48184,,2,4,,4,1,$ 105,5,,39489647,,,10
10,private bath,bed,bedroom,10,10,10,99,,38.03468,10,-78.49124,,1,2,,83,1,$ 107,5,,13605308,,,10
10,bath,beds,bedroom,10,10,10,100,,38.03972,10,-78.46602,,2,4,,108,1,$ 109,5,,3218982,,,10
10,bath,beds,bedroom,10,10,10,99,,38.01542,10,-78.48487,,2,3,,70,1,$ 105,5,,16228345,,,10
10,bath,beds,bedroom,10,10,10,99,,38.02553,10,-78.48166,,2,4,,205,1,$ 109,5,,17210204,,,10
10,baths,bed,bedroom,10,10,10,99,,38.04467,10,-78.47095,,1,2,,58,1,$90,5,,1382827,,,10
10,private bath,bed,bedroom,10,10,10,98,,38.04591,10,-78.4927,,1,1,,13,1,$65,5,,13575178,,,10
10,private bath,beds,Studio,10,10,10,99,,38.0213,10,-78.5007,,2,4,,82,0,$85,5,,12056699,,,10
10,bath,bed,Studio,10,10,10,96,,38.04848,10,-78.48907,,1,3,,38,0,$80,5,,15038321,,,10
10,bath,beds,bedroom,10,10,10,100,,38.08206,10,-78.48184,,2,4,,4,1,$86,5,,39489647,,,10
10,private bath,bed,bedroom,10,10,10,99,,38.03468,10,-78.49124,,1,2,,83,1,$90,5,,13605308,,,10
10,bath,beds,bedroom,10,10,10,100,,38.03972,10,-78.46602,,2,4,,108,1,$84,5,,3218982,,,10
10,bath,beds,bedroom,10,10,10,99,,38.01542,10,-78.48487,,2,3,,70,1,$82,5,,16228345,,,10
10,bath,beds,bedroom,10,10,10,99,,38.02553,10,-78.48166,,2,4,,205,1,$85,5,,17210204,,,10
,baths,beds,bedrooms,,,,,,38.06209,,-78.50561,,0,5,,,3,$117,,,42171057,,,
,private bath,bed,bedroom,,,,,,38.08326,,-78.49861,,1,2,,,1,$121,,,33959757,,,
10,bath,beds,bedrooms,10,10,10,100,,38.03871,10,-78.47943,,2,4,,7,2,$139,5,,40759154,,,10
10,baths,bed,bedroom,10,10,10,98,,38.03457,10,-78.47952,,1,2,,255,1,$121,5,,98084,,,10
10,baths,beds,bedrooms,10,10,10,99,,38.04181,10,-78.48864,,3,6,,40,3,$137,5,,35900078,,,10
10,bath,beds,bedrooms,10,10,10,98,,38.02077,10,-78.48313,,3,4,,197,2,$136,5,,13743664,,,10
10,baths,bed,bedroom,10,10,10,99,,38.04467,10,-78.47095,,1,2,,58,1,$ 106,5,,1382827,,,10
10,private bath,bed,bedroom,10,10,10,98,,38.04591,10,-78.4927,,1,1,,13,1,$ 103,5,,13575178,,,10
10,private bath,beds,Studio,10,10,10,99,,38.0213,10,-78.5007,,2,4,,82,0,$ 104,5,,12056699,,,10
10,bath,bed,Studio,10,10,10,96,,38.04848,10,-78.48907,,1,3,,38,0,$ 106,5,,15038321,,,10
10,bath,beds,bedroom,10,10,10,100,,38.08206,10,-78.48184,,2,4,,4,1,$ 105,5,,39489647,,,10
10,private bath,bed,bedroom,10,10,10,99,,38.03468,10,-78.49124,,1,2,,83,1,$ 107,5,,13605308,,,10
10,bath,beds,bedroom,10,10,10,100,,38.03972,10,-78.46602,,2,4,,108,1,$ 109,5,,3218982,,,10
10,bath,beds,bedroom,10,10,10,99,,38.01542,10,-78.48487,,2,3,,70,1,$ 105,5,,16228345,,,10
10,bath,beds,bedroom,10,10,10,99,,38.02553,10,-78.48166,,2,4,,205,1,$ 109,5,,17210204,,,10
,baths,beds,bedrooms,,,,,,38.06209,,-78.50561,,0,5,,,3,$117,,,42171057,,,
,private bath,bed,bedroom,,,,,,38.08326,,-78.49861,,1,2,,,1,$121,,,33959757,,,
10,bath,beds,bedrooms,10,10,10,100,,38.03871,10,-78.47943,,2,4,,7,2,$139,5,,40759154,,,10
10,baths,bed,bedroom,10,10,10,98,,38.03457,10,-78.47952,,1,2,,255,1,$121,5,,98084,,,10
10,baths,beds,bedrooms,10,10,10,99,,38.04181,10,-78.48864,,3,6,,40,3,$137,5,,35900078,,,10
10,bath,beds,bedrooms,10,10,10,98,,38.02077,10,-78.48313,,3,4,,197,2,$136,5,,13743664,,,10
10,baths,bed,bedroom,10,10,10,99,,38.04467,10,-78.47095,,1,2,,58,1,$106,5,,1382827,,,10
10,private bath,bed,bedroom,10,10,10,98,,38.04591,10,-78.4927,,1,1,,13,1,$103,5,,13575178,,,10
10,private bath,beds,Studio,10,10,10,99,,38.0213,10,-78.5007,,2,4,,82,0,$104,5,,12056699,,,10
10,bath,bed,Studio,10,10,10,96,,38.04848,10,-78.48907,,1,3,,38,0,$106,5,,15038321,,,10
10,bath,beds,bedroom,10,10,10,100,,38.08206,10,-78.48184,,2,4,,4,1,$105,5,,39489647,,,10
10,private bath,bed,bedroom,10,10,10,99,,38.03468,10,-78.49124,,1,2,,83,1,$107,5,,13605308,,,10
10,bath,beds,bedroom,10,10,10,100,,38.03972,10,-78.46602,,2,4,,108,1,$109,5,,3218982,,,10
10,bath,beds,bedroom,10,10,10,99,,38.01542,10,-78.48487,,2,3,,70,1,$105,5,,16228345,,,10
10,bath,beds,bedroom,10,10,10,99,,38.02553,10,-78.48166,,2,4,,205,1,$109,5,,17210204,,,10
,baths,beds,bedrooms,,,,,,38.06209,,-78.50561,,0,5,,,3,$100,,,42171057,,,
,private bath,bed,bedroom,,,,,,38.08326,,-78.49861,,1,2,,,1,$100,,,33959757,,,
10,bath,beds,bedrooms,10,10,10,100,,38.03871,10,-78.47943,,2,4,,7,2,$108,5,,40759154,,,10
10,baths,bed,bedroom,10,10,10,98,,38.03457,10,-78.47952,,1,2,,255,1,$100,5,,98084,,,10
10,baths,beds,bedrooms,10,10,10,99,,38.04181,10,-78.48864,,3,6,,40,3,$105,5,,35900078,,,10
10,bath,beds,bedrooms,10,10,10,98,,38.02077,10,-78.48313,,3,4,,197,2,$100,5,,13743664,,,10
,baths,beds,bedrooms,,,,,,38.06209,,-78.50561,,0,5,,,3,$117,,,42171057,,,
,private bath,bed,bedroom,,,,,,38.08326,,-78.49861,,1,2,,,1,$121,,,33959757,,,
10,bath,beds,bedrooms,10,10,10,100,,38.03871,10,-78.47943,,2,4,,7,2,$139,5,,40759154,,,10
10,baths,bed,bedroom,10,10,10,98,,38.03457,10,-78.47952,,1,2,,255,1,$121,5,,98084,,,10
10,baths,beds,bedrooms,10,10,10,99,,38.04181,10,-78.48864,,3,6,,40,3,$137,5,,35900078,,,10
10,bath,beds,bedrooms,10,10,10,98,,38.02077,10,-78.48313,,3,4,,197,2,$136,5,,13743664,,,10
10,bath,bed,Studio,10,10,10,100,,38.00471,10,-78.40849,,1,2,,11,0,$147,5,,18885454,,,10
10,bath,bed,Studio,10,10,10,100,,38.00471,10,-78.40849,,1,2,,11,0,$120,5,,18885454,,,10
10,shared bath,beds,bedroom,10,10,10,100,,38.08332,10,-78.48421,,2,3,,8,1,$114,5,,3039395,,,10
10,bath,bed,Studio,10,10,10,100,,38.00471,10,-78.40849,,1,2,,11,0,$147,5,,18885454,,,10
10,shared bath,beds,bedroom,10,10,10,100,,38.08332,10,-78.48421,,2,3,,8,1,$114,5,,3039395,,,10
10,bath,bed,Studio,10,10,10,100,,38.00471,10,-78.40849,,1,2,,11,0,$147,5,,18885454,,,10
10,shared bath,beds,bedroom,10,10,10,100,,38.08332,10,-78.48421,,2,3,,8,1,$100,5,,3039395,,,10
10,shared bath,beds,bedroom,10,10,10,100,,38.08332,10,-78.48421,,2,3,,8,1,$114,5,,3039395,,,10
10,shared bath,beds,bedroom,10,10,10,100,,38.08332,10,-78.48421,,2,3,,8,1,$114,5,,3039395,,,10
10,bath,bed,Studio,10,10,10,100,,38.00471,10,-78.40849,,1,2,,11,0,$120,5,,18885454,,,10
10,shared bath,beds,bedroom,10,10,10,100,,38.08332,10,-78.48421,,2,3,,8,1,$100,5,,3039395,,,10
10,bath,bed,Studio,10,10,10,100,,38.00471,10,-78.40849,,1,2,,11,0,$ 120,5,,18885454,,,10
10,bath,bed,Studio,10,10,10,100,,38.00471,10,-78.40849,,1,2,,11,0,$120,5,,18885454,,,10
10,shared bath,beds,bedroom,10,10,10,100,,38.08332,10,-78.48421,,2,3,,8,1,$114,5,,3039395,,,10
10,bath,bed,Studio,10,10,10,100,,38.00471,10,-78.40849,,1,2,,11,0,$147,5,,18885454,,,10
10,shared bath,beds,bedroom,10,10,10,100,,38.08332,10,-78.48421,,2,3,,8,1,$114,5,,3039395,,,10
10,bath,bed,Studio,10,10,10,100,,38.00471,10,-78.40849,,1,2,,11,0,$147,5,,18885454,,,10
10,shared bath,bed,bedroom,10,10,10,100,,38.0245,10,-78.47871,,1,2,,41,1,$133,5,,14216931,,,10
9,baths,beds,bedrooms,10,9,9,87,,38.0283,9,-78.46159,,5,6,,45,3,$158,4.5,,5847100,,,9
10,bath,beds,bedrooms,10,10,10,99,,38.04059,10,-78.46226,,3,6,,58,3,$147,5,,31189272,,,10
10,bath,beds,bedrooms,10,9,10,94,,38.02266,10,-78.47654,,2,3,,306,2,$141,4.5,,1497051,,,9
10,bath,beds,bedroom,10,10,10,99,,38.02219,10,-78.49009,,2,4,,271,1,$142,5,,9212680,,,10
,baths,beds,bedrooms,,,,,,38.06209,,-78.50561,,0,5,,,3,$117,,,42171057,,,
,private bath,bed,bedroom,,,,,,38.08326,,-78.49861,,1,2,,,1,$121,,,33959757,,,
10,private bath,beds,bedroom,10,10,10,100,,38.03343,10,-78.46788,,2,3,,84,1,$119,5,,19431411,,,10
10,baths,beds,bedroom,10,10,10,97,,38.0357,10,-78.48032,,2,2,,24,1,$112,5,,26714842,,,10
10,bath,beds,bedroom,10,10,10,97,,38.02624,10,-78.47314,,2,4,,309,1,$114,5,,17337587,,,10
,bath,beds,bedroom,,,,,,38.01969,,-78.47587,,2,4,,,1,$114,,,41530059,,,
10,baths,bed,bedroom,10,10,10,98,,38.03457,10,-78.47952,,1,2,,255,1,$121,5,,98084,,,10
10,shared bath,bed,bedroom,10,10,10,100,,38.0245,10,-78.47871,,1,2,,41,1,$133,5,,14216931,,,10
9,baths,beds,bedrooms,10,9,9,87,,38.0283,9,-78.46159,,5,6,,45,3,$158,4.5,,5847100,,,9
10,bath,beds,bedrooms,10,10,10,99,,38.04059,10,-78.46226,,3,6,,58,3,$147,5,,31189272,,,10
10,bath,beds,bedrooms,10,9,10,94,,38.02266,10,-78.47654,,2,3,,306,2,$141,4.5,,1497051,,,9
10,bath,beds,bedroom,10,10,10,99,,38.02219,10,-78.49009,,2,4,,271,1,$142,5,,9212680,,,10
,baths,beds,bedrooms,,,,,,38.06209,,-78.50561,,0,5,,,3,$117,,,42171057,,,
,private bath,bed,bedroom,,,,,,38.08326,,-78.49861,,1,2,,,1,$121,,,33959757,,,
10,private bath,beds,bedroom,10,10,10,100,,38.03343,10,-78.46788,,2,3,,84,1,$119,5,,19431411,,,10
10,baths,beds,bedroom,10,10,10,97,,38.0357,10,-78.48032,,2,2,,24,1,$112,5,,26714842,,,10
10,bath,beds,bedroom,10,10,10,97,,38.02624,10,-78.47314,,2,4,,309,1,$114,5,,17337587,,,10
,bath,beds,bedroom,,,,,,38.01969,,-78.47587,,2,4,,,1,$114,,,41530059,,,
10,baths,bed,bedroom,10,10,10,98,,38.03457,10,-78.47952,,1,2,,255,1,$121,5,,98084,,,10
10,shared bath,bed,bedroom,10,10,10,100,,38.0245,10,-78.47871,,1,2,,41,1,$113,5,,14216931,,,10
9,baths,beds,bedrooms,10,9,9,87,,38.0283,9,-78.46159,,5,6,,45,3,$120,4.5,,5847100,,,9
10,bath,beds,bedrooms,10,10,10,99,,38.04059,10,-78.46226,,3,6,,58,3,$119,5,,31189272,,,10
10,bath,beds,bedrooms,10,9,10,94,,38.02266,10,-78.47654,,2,3,,306,2,$115,4.5,,1497051,,,9
10,bath,beds,bedroom,10,10,10,99,,38.02219,10,-78.49009,,2,4,,271,1,$114,5,,9212680,,,10
10,shared bath,bed,bedroom,10,10,10,100,,38.0245,10,-78.47871,,1,2,,41,1,$ 113,5,,14216931,,,10
9,baths,beds,bedrooms,10,9,9,87,,38.0283,9,-78.46159,,5,6,,45,3,$ 120,4.5,,5847100,,,9
10,bath,beds,bedrooms,10,10,10,99,,38.04059,10,-78.46226,,3,6,,58,3,$ 119,5,,31189272,,,10
10,bath,beds,bedrooms,10,9,10,94,,38.02266,10,-78.47654,,2,3,,306,2,$ 115,4.5,,1497051,,,9
10,bath,beds,bedroom,10,10,10,99,,38.02219,10,-78.49009,,2,4,,271,1,$ 114,5,,9212680,,,10
,baths,beds,bedrooms,,,,,,38.06209,,-78.50561,,0,5,,,3,$100,,,42171057,,,
