accuracy,bathType,bedType,bedroomType,checkin,cleanliness,communication,guestSatisfaction,isSuperhost,latitude,location,longitude,numBaths,numBeds,numGuests,numHostReviews,numReviews,numRooms,price,rating,responseTimeShown,roomID,roomType,shortDesc,value
10,private bath,bed,bedroom,10,10,10,99,,38.03468,10,-78.49124,,1,2,,82,1,$90,5,,13605308,,,10
10,bath,bed,bedroom,10,9,10,96,,38.02449,10,-78.48075,,1,4,,381,1,$99,5,,4391817,,,9
10,baths,bed,bedroom,10,10,10,98,,38.03457,10,-78.47952,,1,2,,255,1,$100,5,,98084,,,10
10,bath,beds,bedroom,10,10,10,97,,38.02624,10,-78.47314,,2,4,,305,1,$90,5,,17337587,,,10
,baths,beds,bedrooms,,,,,,38.06209,,-78.50561,,0,5,,,3,$100,,,42171057,,,
10,baths,beds,bedroom,10,10,10,97,,38.0357,10,-78.48032,,2,2,,23,1,$102,5,,26714842,,,10
10,bath,beds,bedroom,10,10,10,98,,38.01468,10,-78.51116,,2,4,,12,1,$104,5,,36934124,,,10
10,bath,beds,bedrooms,10,10,10,100,,38.03871,10,-78.47943,,2,4,,5,2,$107,5,,40759154,,,10
10,baths,bed,bedroom,10,10,10,98,,38.03457,10,-78.47952,,1,2,,255,1,$100,5,,98084,,,10
10,baths,beds,bedrooms,10,10,10,99,,38.04181,10,-78.48864,,3,6,,38,3,$105,5,,35900078,,,10
10,shared bath,bed,bedroom,10,10,10,100,,38.0245,10,-78.47871,,1,2,,41,1,$113,5,,14216931,,,10
10,bath,beds,bedrooms,10,9,10,94,,38.02266,10,-78.47654,,2,3,,306,2,$115,4.5,,1497051,,,9
10,bath,beds,bedrooms,10,10,10,99,,38.04059,10,-78.46226,,3,6,,57,3,$119,5,,31189272,,,10
10,bath,beds,bedroom,10,10,10,99,,38.02219,10,-78.49009,,2,4,,269,1,$114,5,,9212680,,,10
10,shared bath,bed,bedroom,10,10,10,98,,38.02426,10,-78.47897,,1,2,,11,1,$125,5,,24532721,,,10
10,private bath,bed,bedroom,10,10,10,99,,38.04362,10,-78.48674,,1,2,,24,1,$125,5,,34742185,,,10
,bath,beds,bedroom,,,,,,38.05523,,-78.46009,,2,4,,,1,$128,,,40125923,,,
10,bath,bed,bedroom,10,10,10,99,,38.05251,10,-78.49094,,1,2,,108,1,$125,5,,6015460,,,10
,bath,beds,bedrooms,,,,,,38.01791,,-78.519,,2,4,,,2,$126,,,41364471,,,
10,bath,beds,bedrooms,10,10,10,99,,38.0253,10,-78.51781,,3,6,,48,2,$124,5,,24371386,,,10
10,baths,beds,bedrooms,10,10,10,100,,38.01549,10,-78.47143,,3,6,,5,3,$125,5,,40303671,,,10
10,bath,bed,bedroom,10,10,10,97,,38.0307,10,-78.48131,,1,2,,82,1,$124,5,,13058472,,,10
10,bath,beds,bedrooms,10,10,10,96,,38.03003,10,-78.46756,,2,4,,28,2,$133,5,,31568345,,,10
10,bath,beds,bedroom,9,10,10,99,,38.03188,10,-78.48795,,4,4,,15,1,$138,5,,34540602,,,10
10,bath,beds,bedrooms,10,10,10,98,,38.02475,10,-78.46503,,2,4,,53,2,$134,5,,25031828,,,10
10,baths,beds,bedrooms,10,10,10,96,,38.02852,10,-78.50556,,3,4,,138,3,$133,5,,15480263,,,10
10,bath,bed,bedroom,10,10,10,99,,38.03212,10,-78.48296,,1,2,,17,1,$139,5,,13058556,,,10
10,bath,bed,bedroom,10,10,10,97,,38.02318,10,-78.46026,,1,2,,124,1,$150,5,,4950655,,,10
10,bath,beds,bedrooms,10,10,10,100,,38.02553,10,-78.51542,,3,4,,26,2,$150,5,,4961336,,,10
10,bath,bed,bedroom,10,10,10,96,,38.03051,10,-78.48298,,1,2,,17,1,$150,5,,13058517,,,10
10,bath,beds,bedrooms,10,9,10,93,,38.04229,10,-78.47157,,2,4,,18,2,$150,4.5,,31649136,,,9
,bath,beds,bedrooms,,,,,,38.05012,,-78.49208,,2,4,,,2,$145,,,34233155,,,
10,private bath,bed,bedroom,10,10,9,100,,38.03572,10,-78.49392,,1,2,,7,1,$148,5,,33481893,,,10
10,bath,beds,bedrooms,10,10,10,100,,38.02774,10,-78.50531,,2,4,,4,2,$150,5,,38701641,,,10
10,bath,beds,bedroom,10,10,10,100,,38.03833,10,-78.51324,,2,4,,43,1,$150,5,,11733216,,,10
10,baths,beds,bedrooms,10,9,10,95,,38.02954,10,-78.46901,,3,5,,53,3,$144,5,,9708611,,,9
9,baths,beds,bedroom,10,9,10,88,,38.03196,10,-78.48188,,2,4,,31,1,$146,4.5,,7912866,,,9
10,bath,bed,bedroom,10,10,10,97,,38.03086,10,-78.48293,,1,2,,26,1,$150,5,,13058593,,,10
10,bath,bed,bedroom,10,10,10,98,,38.03915,10,-78.46158,,1,4,,226,1,$150,5,,6674438,,,10
10,bath,beds,bedrooms,10,10,10,100,,38.02045,10,-78.48486,,3,6,,32,3,$150,5,,36960823,,,10
10,bath,bed,bedroom,10,10,10,97,,38.02318,10,-78.46026,,1,2,,124,1,$150,5,,4950655,,,10
10,bath,beds,bedrooms,10,9,10,93,,38.04229,10,-78.47157,,2,4,,18,2,$150,4.5,,31649136,,,9
10,bath,bed,bedroom,10,10,10,96,,38.03051,10,-78.48298,,1,2,,17,1,$150,5,,13058517,,,10
10,private bath,bed,bedroom,10,10,10,100,,38.03568,10,-78.49199,,1,2,,4,1,$158,5,,32158190,,,10
10,bath,beds,bedroom,10,10,10,100,,38.03833,10,-78.51324,,2,4,,43,1,$150,5,,11733216,,,10
10,bath,beds,bedrooms,10,10,10,100,,38.02774,10,-78.50531,,2,4,,4,2,$150,5,,38701641,,,10
10,baths,beds,bedrooms,10,9,10,96,,38.01693,9,-78.47286,,5,6,,148,3,$155,5,,13712453,,,9
10,bath,bed,bedroom,10,10,10,94,,38.02448,10,-78.4749,,1,2,,39,1,$157,4.5,,35616987,,,10
10,baths,beds,bedrooms,10,10,10,98,,38.06165,10,-78.43993,,6,9,,292,3,$155,5,,14943416,,,10
10,baths,beds,bedroom,10,9,10,91,,38.03191,10,-78.48107,,2,4,,65,1,$157,4.5,,7912785,,,9
10,bath,beds,Studio,10,10,10,100,,38.02564,10,-78.47979,,2,4,,283,0,$155,5,,15949087,,,10
10,baths,beds,bedrooms,10,10,10,99,,38.02834,10,-78.4667,,2,5,,201,2,$155,5,,7086685,,,10
10,bath,bed,bedroom,10,10,10,97,,38.03086,10,-78.48293,,1,2,,26,1,$150,5,,13058593,,,10
10,bath,bed,bedroom,10,10,10,98,,38.03915,10,-78.46158,,1,4,,226,1,$150,5,,6674438,,,10
10,bath,beds,bedrooms,10,10,10,100,,38.02045,10,-78.48486,,3,6,,32,3,$150,5,,36960823,,,10
10,bath,bed,bedroom,10,10,10,100,,38.01295,10,-78.54295,,1,3,,30,1,$170,5,,24745746,,,10
10,baths,beds,bedrooms,10,10,10,96,,38.0349,10,-78.48187,,2,4,,172,2,$170,5,,2912934,,,10
10,baths,beds,bedrooms,10,9,10,90,,38.02639,10,-78.51526,,3,8,,63,3,$170,4.5,,12683942,,,9
10,bath,bed,bedroom,10,10,10,100,,38.03052,10,-78.47227,,1,2,,66,1,$170,5,,4342251,,,10
10,baths,beds,bedrooms,10,10,10,98,,38.00397,10,-78.52664,,4,6,,12,3,$170,5,,38133084,,,10
10,bath,bed,bedroom,10,10,10,100,,38.0302,10,-78.50518,,1,2,,26,1,$165,5,,23336579,,,10
10,bath,beds,bedroom,10,9,10,95,,38.02297,9,-78.4916,,2,4,,68,1,$161,5,,7912919,,,9
10,bath,bed,bedroom,10,10,10,100,,38.01295,10,-78.54295,,1,3,,30,1,$170,5,,24745746,,,10
10,baths,bed,bedroom,10,10,10,96,,38.02467,10,-78.47741,,1,2,,25,1,$175,5,,14393956,,,10
,baths,bed,bedroom,,,,,,38.08325,,-78.49872,,1,3,,,1,$174,,,33959059,,,
10,shared bath,bed,bedroom,10,10,10,100,,38.03189,10,-78.50687,,1,2,,3,1,$178,5,,24079724,,,10
10,baths,beds,bedrooms,10,9,10,90,,38.02639,10,-78.51526,,3,8,,63,3,$170,4.5,,12683942,,,9
10,bath,bed,bedroom,10,10,10,96,,38.02408,10,-78.4769,,1,2,,32,1,$178,5,,16283532,,,10
10,baths,beds,bedrooms,10,10,10,96,,38.0349,10,-78.48187,,2,4,,172,2,$170,5,,2912934,,,10
10,bath,bed,bedroom,10,10,10,100,,38.03052,10,-78.47227,,1,2,,66,1,$170,5,,4342251,,,10
10,bath,beds,bedroom,10,10,10,100,,38.02338,10,-78.48274,,2,4,,17,1,$180,5,,37882577,,,10
10,baths,beds,bedrooms,10,10,10,98,,38.00397,10,-78.52664,,4,6,,12,3,$170,5,,38133084,,,10
10,bath,beds,bedrooms,10,10,10,97,,38.03609,10,-78.47973,,2,4,,74,2,$185,5,,20693516,,,10
10,bath,bed,bedroom,10,10,10,100,,38.02448,10,-78.47468,,1,2,,8,1,$189,5,,35616690,,,10
10,bath,beds,bedroom,10,10,10,100,,38.02338,10,-78.48274,,2,4,,17,1,$180,5,,37882577,,,10
10,bath,beds,bedrooms,10,10,10,97,,38.04001,10,-78.49236,,2,4,,291,2,$185,5,,1186869,,,10
10,bath,bed,bedroom,10,10,10,97,,38.02442,10,-78.47482,,1,2,,21,1,$189,5,,35612463,,,10
10,bath,bed,bedroom,10,10,10,98,,38.02285,10,-78.47603,,1,2,,23,1,$189,5,,35614314,,,10
9,shared bath,beds,bedrooms,10,10,10,96,,38.02628,10,-78.47788,,3,4,,16,2,$199,5,,14397945,,,10
10,bath,bed,bedroom,10,10,10,89,,38.02294,10,-78.47524,,1,2,,15,1,$200,4.5,,37714020,,,10
10,bath,beds,bedrooms,10,10,10,99,,38.04305,10,-78.46014,,2,4,,72,2,$199,5,,4085607,,,10
10,bath,beds,bedroom,10,10,10,97,,38.02452,10,-78.47532,,0,2,,12,1,$200,5,,35548485,,,10
10,baths,beds,bedrooms,10,10,10,100,,38.04527,10,-78.53195,,3,4,,8,2,$200,5,,24391450,,,10
9,bath,bed,bedroom,9,9,9,93,,38.02506,10,-78.47612,,1,2,,8,1,$194,4.5,,35616479,,,9
10,bath,bed,bedroom,9,10,10,95,,38.02438,10,-78.47368,,1,2,,4,1,$194,5,,35614582,,,10
10,bath,bed,bedroom,10,10,9,95,,38.02277,9,-78.47206,,1,3,,40,1,$193,5,,9129723,,,10
10,baths,beds,bedrooms,10,9,10,95,,38.02565,10,-78.51204,,6,5,,47,4,$200,5,,20846106,,,9
,baths,beds,bedrooms,,,,,,38.08459,,-78.4992,,4,8,,,4,$197,,,41558000,,,
10,bath,bed,bedroom,10,10,10,99,,38.02332,10,-78.47618,,1,2,,33,1,$200,5,,35616538,,,10
10,bath,beds,bedrooms,10,10,10,100,,38.02723,10,-78.47613,,4,6,,63,3,$199,5,,22944571,,,10
9,baths,beds,bedrooms,10,9,10,93,,38.1142,10,-78.54545,,4,0,,4,5,"$1,000",4.5,,15942405,,,9
9,baths,beds,bedrooms,10,9,10,93,,38.1142,10,-78.54545,,4,0,,4,5,"$1,000",4.5,,15942405,,,9
9,baths,beds,bedrooms,10,9,10,93,,38.1142,10,-78.54545,,4,0,,4,5,"$1,000",4.5,,15942405,,,9
9,baths,beds,bedrooms,10,9,10,93,,38.1142,10,-78.54545,,4,0,,4,5,"$1,000",4.5,,15942405,,,9
9,baths,beds,bedrooms,10,9,10,93,,38.1142,10,-78.54545,,4,0,,4,5,"$1,000",4.5,,15942405,,,9
9,baths,beds,bedrooms,10,9,10,93,,38.1142,10,-78.54545,,4,0,,4,5,"$1,000",4.5,,15942405,,,9
9,baths,beds,bedrooms,10,9,10,93,,38.1142,10,-78.54545,,4,0,,4,5,"$1,000",4.5,,15942405,,,9
9,baths,beds,bedrooms,10,9,10,93,,38.1142,10,-78.54545,,4,0,,4,5,"$1,000",4.5,,15942405,,,9
9,baths,beds,bedrooms,10,9,10,93,,38.1142,10,-78.54545,,4,0,,4,5,"$1,000",4.5,,15942405,,,9
9,baths,beds,bedrooms,10,9,10,93,,38.1142,10,-78.54545,,4,0,,4,5,"$1,000",4.5,,15942405,,,9
9,baths,beds,bedrooms,10,9,10,93,,38.1142,10,-78.54545,,4,0,,4,5,"$1,000",4.5,,15942405,,,9
9,baths,beds,bedrooms,10,9,10,93,,38.1142,10,-78.54545,,4,0,,4,5,"$1,000",4.5,,15942405,,,9
9,baths,beds,bedrooms,10,9,10,93,,38.1142,10,-78.54545,,4,0,,4,5,"$1,000",4.5,,15942405,,,9
9,baths,beds,bedrooms,10,9,10,93,,38.1142,10,-78.54545,,4,0,,4,5,"$1,000",4.5,,15942405,,,9
9,baths,beds,bedrooms,10,9,10,93,,38.1142,10,-78.54545,,4,0,,4,5,"$ 1,000",4.5,,15942405,,,9
9,baths,beds,bedrooms,10,9,10,93,,38.1142,10,-78.54545,,4,0,,4,5,"$1,000",4.5,,15942405,,,9
9,baths,beds,bedrooms,10,9,10,93,,38.1142,10,-78.54545,,4,0,,4,5,"$1,000",4.5,,15942405,,,9
9,baths,beds,bedrooms,10,9,10,96,,38.04602,10,-78.50173,,7,2,,11,6,"$1,500",5,,11584825,,,9
,baths,beds,bedrooms,,,,,,38.07948,,-78.49788,,6,6,,,6,"$2,000",,,17611082,,,
10,baths,beds,bedrooms,10,10,10,100,,38.04423,10,-78.50144,,9,6,,14,5,"$1,500",5,,2537050,,,10
9,baths,beds,bedrooms,10,10,10,96,,38.04,9,-78.47035,,5,0,,22,4,"$1,200",5,,1148833,,,10
9,baths,beds,bedrooms,9,9,10,97,,38.03791,10,-78.50964,,5,0,,7,5,"$1,274",5,,15020174,,,9
9,baths,beds,bedrooms,10,9,10,100,,38.04366,10,-78.4989,,6,2,,6,5,$999,5,,29334145,,,9
10,baths,beds,bedrooms,10,10,10,98,,37.99063,10,-78.43742,,6,0,,20,6,"$1,208",5,,15581613,,,10
9,baths,beds,bedrooms,10,9,10,96,,38.04602,10,-78.50173,,7,2,,11,6,"$1,500",5,,11584825,,,9
,baths,beds,bedrooms,,,,,,38.07948,,-78.49788,,6,6,,,6,"$2,000",,,17611082,,,
10,baths,beds,bedrooms,10,10,10,100,,38.04423,10,-78.50144,,9,6,,14,5,"$1,500",5,,2537050,,,10
9,baths,beds,bedrooms,10,10,10,96,,38.04,9,-78.47035,,5,0,,22,4,"$1,200",5,,1148833,,,10
9,baths,beds,bedrooms,9,9,10,97,,38.03791,10,-78.50964,,5,0,,7,5,"$1,274",5,,15020174,,,9
9,baths,beds,bedrooms,10,9,10,100,,38.04366,10,-78.4989,,6,2,,6,5,$999,5,,29334145,,,9
10,baths,beds,bedrooms,10,10,10,98,,37.99063,10,-78.43742,,6,0,,20,6,"$1,208",5,,15581613,,,10
9,baths,beds,bedrooms,10,9,10,96,,38.04602,10,-78.50173,,7,2,,11,6,"$ 1,500",5,,11584825,,,9
,baths,beds,bedrooms,,,,,,38.07948,,-78.49788,,6,6,,,6,"$ 2,000",,,17611082,,,
10,baths,beds,bedrooms,10,10,10,100,,38.04423,10,-78.50144,,9,6,,14,5,"$ 1,500",5,,2537050,,,10
9,baths,beds,bedrooms,10,10,10,96,,38.04,9,-78.47035,,5,0,,22,4,"$ 1,200",5,,1148833,,,10
9,baths,beds,bedrooms,9,9,10,97,,38.03791,10,-78.50964,,5,0,,7,5,"$ 1,274",5,,15020174,,,9
9,baths,beds,bedrooms,10,9,10,100,,38.04366,10,-78.4989,,6,2,,6,5,$ 999,5,,29334145,,,9
10,baths,beds,bedrooms,10,10,10,98,,37.99063,10,-78.43742,,6,0,,20,6,"$ 1,208",5,,15581613,,,10
9,baths,beds,bedrooms,10,9,10,96,,38.04602,10,-78.50173,,7,2,,11,6,"$1,500",5,,11584825,,,9
,baths,beds,bedrooms,,,,,,38.07948,,-78.49788,,6,6,,,6,"$2,000",,,17611082,,,
10,baths,beds,bedrooms,10,10,10,100,,38.04423,10,-78.50144,,9,6,,14,5,"$1,500",5,,2537050,,,10
9,baths,beds,bedrooms,10,10,10,96,,38.04,9,-78.47035,,5,0,,22,4,"$1,200",5,,1148833,,,10
9,baths,beds,bedrooms,9,9,10,97,,38.03791,10,-78.50964,,5,0,,7,5,"$1,274",5,,15020174,,,9
9,baths,beds,bedrooms,10,9,10,100,,38.04366,10,-78.4989,,6,2,,6,5,$999,5,,29334145,,,9
10,baths,beds,bedrooms,10,10,10,98,,37.99063,10,-78.43742,,6,0,,20,6,"$1,208",5,,15581613,,,10
9,baths,beds,bedrooms,10,9,10,96,,38.04602,10,-78.50173,,7,2,,11,6,"$1,500",5,,11584825,,,9
,baths,beds,bedrooms,,,,,,38.07948,,-78.49788,,6,6,,,6,"$2,000",,,17611082,,,
10,baths,beds,bedrooms,10,10,10,100,,38.04423,10,-78.50144,,9,6,,14,5,"$1,500",5,,2537050,,,10
9,baths,beds,bedrooms,10,10,10,96,,38.04,9,-78.47035,,5,0,,22,4,"$1,200",5,,1148833,,,10
9,baths,beds,bedrooms,9,9,10,97,,38.03791,10,-78.50964,,5,0,,7,5,"$1,274",5,,15020174,,,9
9,baths,beds,bedrooms,10,9,10,100,,38.04366,10,-78.4989,,6,2,,6,5,$999,5,,29334145,,,9
10,baths,beds,bedrooms,10,10,10,98,,37.99063,10,-78.43742,,6,0,,20,6,"$1,208",5,,15581613,,,10
9,baths,beds,bedrooms,10,9,10,96,,38.04602,10,-78.50173,,7,2,,11,6,"$1,500",5,,11584825,,,9
,baths,beds,bedrooms,,,,,,38.07948,,-78.49788,,6,6,,,6,"$2,000",,,17611082,,,
10,baths,beds,bedrooms,10,10,10,100,,38.04423,10,-78.50144,,9,6,,14,5,"$1,500",5,,2537050,,,10
9,baths,beds,bedrooms,10,10,10,96,,38.04,9,-78.47035,,5,0,,22,4,"$1,200",5,,1148833,,,10
9,baths,beds,bedrooms,9,9,10,97,,38.03791,10,-78.50964,,5,0,,7,5,"$1,274",5,,15020174,,,9
9,baths,beds,bedrooms,10,9,10,100,,38.04366,10,-78.4989,,6,2,,6,5,$999,5,,29334145,,,9
