accuracy,bathType,bedType,bedroomType,checkin,cleanliness,communication,guestSatisfaction,isSuperhost,latitude,location,longitude,numBaths,numBeds,numGuests,numHostReviews,numReviews,numRooms,price,rating,responseTimeShown,roomID,roomType,shortDesc,value
10,baths,beds,bedrooms,10,9,10,95,,38.02521,10,-78.47677,,3,5,,101,3,$268,5,,6024395,,,9
10,bath,bed,bedroom,10,10,10,100,,38.0431,10,-78.46052,,1,4,,11,1,$265,5,,9541865,,,10
,baths,beds,bedrooms,,,,,,38.08459,,-78.4992,,4,8,,,4,$245,,,41558000,,,
10,bath,bed,bedroom,10,10,10,89,,38.02294,10,-78.47524,,1,2,,15,1,$200,4.5,,37714020,,,10
10,bath,beds,bedroom,10,10,10,97,,38.02452,10,-78.47532,,0,2,,12,1,$200,5,,35548485,,,10
10,bath,beds,bedrooms,10,10,10,97,,38.04001,10,-78.49236,,2,4,,291,2,$185,5,,1186869,,,10
10,bath,bed,bedroom,10,10,10,99,,38.02332,10,-78.47618,,1,2,,33,1,$200,5,,35616538,,,10
,bath,bed,bedroom,,,,,,38.10457,,-78.5656,,1,2,,,1,$240,,,32545260,,,
10,bath,bed,Studio,10,10,10,99,,37.99399,10,-78.40105,,1,2,,34,0,$235,5,,12166042,,,10
10,bath,beds,bedrooms,10,10,10,100,,38.02507,10,-78.47569,,3,6,,18,2,$233,5,,25802228,,,10
,private bath,bed,bedroom,,,,,,38.03141,,-78.50585,,1,2,,,1,$233,,,39895030,,,
10,bath,bed,bedroom,10,10,9,95,,38.02277,9,-78.47206,,1,3,,40,1,$239,5,,9129723,,,10
10,bath,beds,bedrooms,10,10,10,98,,38.04583,10,-78.49958,,5,6,,47,2,$250,5,,12339369,,,10
10,bath,beds,bedrooms,10,10,10,100,,38.02704,10,-78.47483,,3,4,,12,2,$250,5,,17546107,,,10
10,baths,beds,bedrooms,10,10,10,96,,38.02518,10,-78.52143,,4,8,,126,3,$249,5,,18055716,,,10
10,baths,beds,bedrooms,10,10,10,96,,38.03227,10,-78.47289,,2,4,,63,2,$250,5,,14982635,,,10
9,bath,beds,bedroom,10,10,10,91,,38.03506,10,-78.47718,,2,4,,18,1,$243,4.5,,9129433,,,10
10,bath,beds,bedrooms,10,10,10,100,,38.05034,10,-78.48688,,2,4,,18,2,$250,5,,28983335,,,10
,baths,beds,bedrooms,,,,,,38.02683,,-78.46506,,3,6,,,2,$244,,,41612028,,,
10,baths,beds,bedroom,10,10,10,98,,38.03621,10,-78.47852,,3,6,,81,1,$250,5,,919860,,,10
,bath,beds,bedroom,,,,,,38.10258,,-78.56485,,2,2,,,1,$253,,,32545442,,,
,bath,bed,bedroom,,,,,,38.10486,,-78.56577,,1,3,,,1,$253,,,32545251,,,
10,baths,beds,bedrooms,10,8,10,92,,38.02361,9,-78.5562,,8,8,,22,2,$257,4.5,,27077745,,,8
,baths,beds,bedrooms,,,,,,38.0176,,-78.47551,,2,6,,,2,$253,,,40125467,,,
10,bath,beds,bedrooms,10,10,10,100,,38.02202,10,-78.48239,,3,7,,100,3,$331,5,,21413176,,,10
10,baths,beds,bedrooms,10,10,10,97,,38.02595,10,-78.50079,,6,9,,71,5,$338,5,,16063816,,,10
10,baths,beds,bedrooms,10,10,10,98,,38.0274,10,-78.4745,,3,6,,27,3,$338,5,,26560609,,,10
10,bath,beds,bedrooms,10,10,10,99,,38.04302,10,-78.5312,,4,5,,39,2,$280,5,,26498237,,,10
10,bath,beds,bedrooms,10,10,10,98,,38.04583,10,-78.49958,,5,6,,47,2,$250,5,,12339369,,,10
10,bath,beds,bedrooms,10,10,10,100,,38.02704,10,-78.47483,,3,4,,12,2,$250,5,,17546107,,,10
10,baths,beds,bedrooms,10,10,10,96,,38.03227,10,-78.47289,,2,4,,63,2,$250,5,,14982635,,,10
10,baths,beds,bedrooms,10,10,10,99,,38.02954,10,-78.48898,,2,4,,139,2,$235,5,,673302,,,10
10,bath,beds,bedrooms,10,10,10,99,,38.03125,10,-78.46426,,3,5,,168,2,$351,5,,22764510,,,10
10,baths,beds,bedrooms,10,10,10,98,,38.0442,10,-78.48556,,5,6,,53,3,$360,5,,17480543,,,10
10,baths,beds,bedroom,10,10,10,98,,38.03621,10,-78.47852,,3,6,,81,1,$311,5,,919860,,,10
10,baths,beds,bedrooms,10,9,10,93,,37.99574,10,-78.50924,,4,8,,40,4,$330,4.5,,3693321,,,9
10,baths,beds,bedrooms,10,10,10,97,,38.02595,10,-78.50079,,6,9,,71,5,$265,5,,16063816,,,10
10,baths,beds,bedrooms,10,10,10,98,,38.0274,10,-78.4745,,3,6,,27,3,$265,5,,26560609,,,10
10,bath,beds,bedrooms,10,10,10,99,,38.03125,10,-78.46426,,3,5,,168,2,$351,5,,22764510,,,10
10,baths,beds,bedrooms,9,10,9,96,,38.02262,10,-78.47407,,2,4,,15,2,$352,5,,35614125,,,10
10,baths,beds,bedrooms,10,10,10,98,,38.0442,10,-78.48556,,5,6,,53,3,$360,5,,17480543,,,10
9,baths,beds,bedrooms,10,9,10,93,,38.1142,10,-78.54545,,4,0,,4,5,"$1,198",4.5,,15942405,,,9
9,baths,beds,bedrooms,10,9,10,93,,38.1142,10,-78.54545,,4,0,,4,5,"$1,000",4.5,,15942405,,,9
9,baths,beds,bedrooms,10,9,10,93,,38.1142,10,-78.54545,,4,0,,4,5,"$1,198",4.5,,15942405,,,9
9,baths,beds,bedrooms,10,9,10,93,,38.1142,10,-78.54545,,4,0,,4,5,"$1,198",4.5,,15942405,,,9
9,baths,beds,bedrooms,10,9,10,93,,38.1142,10,-78.54545,,4,0,,4,5,"$1,198",4.5,,15942405,,,9
9,baths,beds,bedrooms,10,9,10,93,,38.1142,10,-78.54545,,4,0,,4,5,"$1,000",4.5,,15942405,,,9
9,baths,beds,bedrooms,10,9,10,93,,38.1142,10,-78.54545,,4,0,,4,5,"$1,198",4.5,,15942405,,,9
9,baths,beds,bedrooms,10,9,10,93,,38.1142,10,-78.54545,,4,0,,4,5,"$1,000",4.5,,15942405,,,9
9,baths,beds,bedrooms,10,9,10,93,,38.1142,10,-78.54545,,4,0,,4,5,"$1,198",4.5,,15942405,,,9
9,baths,beds,bedrooms,10,9,10,93,,38.1142,10,-78.54545,,4,0,,4,5,"$1,000",4.5,,15942405,,,9
9,baths,beds,bedrooms,10,9,10,93,,38.1142,10,-78.54545,,4,0,,4,5,"$1,198",4.5,,15942405,,,9
9,baths,beds,bedrooms,10,9,10,93,,38.1142,10,-78.54545,,4,0,,4,5,"$1,198",4.5,,15942405,,,9
9,baths,beds,bedrooms,10,9,10,93,,38.1142,10,-78.54545,,4,0,,4,5,"$1,000",4.5,,15942405,,,9
9,baths,beds,bedrooms,10,9,10,93,,38.1142,10,-78.54545,,4,0,,4,5,"$1,000",4.5,,15942405,,,9
9,baths,beds,bedrooms,10,9,10,93,,38.1142,10,-78.54545,,4,0,,4,5,"$1,198",4.5,,15942405,,,9
9,baths,beds,bedrooms,10,9,10,93,,38.1142,10,-78.54545,,4,0,,4,5,"$1,198",4.5,,15942405,,,9
9,baths,beds,bedrooms,10,9,10,93,,38.1142,10,-78.54545,,4,0,,4,5,"$ 1,198",4.5,,15942405,,,9
9,baths,beds,bedrooms,10,9,10,96,,38.04602,10,-78.50173,,7,2,,11,6,"$ 1,769",5,,11584825,,,9
,baths,beds,bedrooms,,,,,,38.07948,,-78.49788,,6,6,,,6,"$ 2,354",,,17611082,,,
10,baths,beds,bedrooms,10,10,10,100,,38.04423,10,-78.50144,,9,6,,14,5,"$ 1,755",5,,2537050,,,10
9,baths,beds,bedrooms,10,10,10,96,,38.04,9,-78.47035,,5,0,,22,4,"$ 1,404",5,,1148833,,,10
9,baths,beds,bedrooms,9,9,10,97,,38.03791,10,-78.50964,,5,0,,7,5,"$ 1,518",5,,15020174,,,9
9,baths,beds,bedrooms,10,9,10,100,,38.04366,10,-78.4989,,6,2,,6,5,"$ 1,225",5,,29334145,,,9
10,baths,beds,bedrooms,10,10,10,98,,37.99063,10,-78.43742,,6,0,,20,6,"$ 1,461",5,,15581613,,,10
9,baths,beds,bedrooms,10,9,10,96,,38.04602,10,-78.50173,,7,2,,11,6,"$1,769",5,,11584825,,,9
,baths,beds,bedrooms,,,,,,38.07948,,-78.49788,,6,6,,,6,"$2,354",,,17611082,,,
10,baths,beds,bedrooms,10,10,10,98,,38.02515,10,-78.47678,,6,8,,12,4,"$1,104",5,,1247871,,,10
,baths,beds,bedrooms,,,,,,38.05875,,-78.48222,,5,0,,,5,"$1,013",,,32043012,,,
,baths,beds,bedrooms,,,,,,38.04465,,-78.4929,,5,9,,,4,"$1,214",,,8773668,,,
10,baths,beds,bedrooms,10,10,10,100,,38.04423,10,-78.50144,,9,6,,14,5,"$1,755",5,,2537050,,,10
9,baths,beds,bedrooms,10,10,10,96,,38.04,9,-78.47035,,5,0,,22,4,"$1,404",5,,1148833,,,10
,baths,beds,bedrooms,,,,,,38.02353,,-78.48886,,5,8,,,4,"$1,083",,,,,,
9,baths,beds,bedrooms,9,9,10,97,,38.03791,10,-78.50964,,5,0,,7,5,"$1,518",5,,15020174,,,9
9,baths,beds,bedrooms,10,9,10,100,,38.04366,10,-78.4989,,6,2,,6,5,"$1,225",5,,29334145,,,9
10,baths,beds,bedrooms,10,10,10,100,,38.01799,10,-78.49218,,7,6,,52,6,"$1,161",5,,11143292,,,10
10,baths,beds,bedrooms,10,10,10,98,,37.99063,10,-78.43742,,6,0,,20,6,"$1,461",5,,15581613,,,10
10,baths,beds,bedrooms,10,10,10,99,,38.01351,10,-78.47874,,7,2,,29,4,"$1,013",5,,21150886,,,10
,baths,beds,bedrooms,,,,,,38.05023,,-78.50022,,6,0,,,5,"$1,050",,,40773416,,,
9,baths,beds,bedrooms,10,9,10,96,,38.04602,10,-78.50173,,7,2,,11,6,"$1,769",5,,11584825,,,9
,baths,beds,bedrooms,,,,,,38.07948,,-78.49788,,6,6,,,6,"$2,354",,,17611082,,,
10,baths,beds,bedrooms,10,10,10,98,,38.02515,10,-78.47678,,6,8,,12,4,"$1,104",5,,1247871,,,10
,baths,beds,bedrooms,,,,,,38.05875,,-78.48222,,5,0,,,5,"$1,013",,,32043012,,,
,baths,beds,bedrooms,,,,,,38.04465,,-78.4929,,5,9,,,4,"$1,214",,,8773668,,,
10,baths,beds,bedrooms,10,10,10,100,,38.04423,10,-78.50144,,9,6,,14,5,"$1,755",5,,2537050,,,10
9,baths,beds,bedrooms,10,10,10,96,,38.04,9,-78.47035,,5,0,,22,4,"$1,404",5,,1148833,,,10
,baths,beds,bedrooms,,,,,,38.02353,,-78.48886,,5,8,,,4,"$1,083",,,,,,
9,baths,beds,bedrooms,9,9,10,97,,38.03791,10,-78.50964,,5,0,,7,5,"$1,518",5,,15020174,,,9
9,baths,beds,bedrooms,10,9,10,100,,38.04366,10,-78.4989,,6,2,,6,5,"$1,225",5,,29334145,,,9
10,baths,beds,bedrooms,10,10,10,100,,38.01799,10,-78.49218,,7,6,,52,6,"$1,161",5,,11143292,,,10
10,baths,beds,bedrooms,10,10,10,98,,37.99063,10,-78.43742,,6,0,,20,6,"$1,461",5,,15581613,,,10
10,baths,beds,bedrooms,10,10,10,99,,38.01351,10,-78.47874,,7,2,,29,4,"$1,013",5,,21150886,,,10
,baths,beds,bedrooms,,,,,,38.05023,,-78.50022,,6,0,,,5,"$1,050",,,40773416,,,
9,baths,beds,bedrooms,10,9,10,96,,38.04602,10,-78.50173,,7,2,,11,6,"$1,500",5,,11584825,,,9
,baths,beds,bedrooms,,,,,,38.07948,,-78.49788,,6,6,,,6,"$2,000",,,17611082,,,
10,baths,beds,bedrooms,10,10,10,100,,38.04423,10,-78.50144,,9,6,,14,5,"$1,500",5,,2537050,,,10
9,baths,beds,bedrooms,10,10,10,96,,38.04,9,-78.47035,,5,0,,22,4,"$1,200",5,,1148833,,,10
9,baths,beds,bedrooms,9,9,10,97,,38.03791,10,-78.50964,,5,0,,7,5,"$1,274",5,,15020174,,,9
9,baths,beds,bedrooms,10,9,10,100,,38.04366,10,-78.4989,,6,2,,6,5,$999,5,,29334145,,,9
10,baths,beds,bedrooms,10,10,10,98,,37.99063,10,-78.43742,,6,0,,20,6,"$1,208",5,,15581613,,,10
9,baths,beds,bedrooms,10,9,10,96,,38.04602,10,-78.50173,,7,2,,11,6,"$1,500",5,,11584825,,,9
,baths,beds,bedrooms,,,,,,38.07948,,-78.49788,,6,6,,,6,"$2,000",,,17611082,,,
10,baths,beds,bedrooms,10,10,10,98,,38.02515,10,-78.47678,,6,8,,12,4,$930,5,,1247871,,,10
,baths,beds,bedrooms,,,,,,38.05875,,-78.48222,,5,0,,,5,$850,,,32043012,,,
,baths,beds,bedrooms,,,,,,38.04465,,-78.4929,,5,9,,,4,$995,,,8773668,,,
10,baths,beds,bedrooms,10,10,10,100,,38.04423,10,-78.50144,,9,6,,14,5,"$1,500",5,,2537050,,,10
9,baths,beds,bedrooms,10,10,10,96,,38.04,9,-78.47035,,5,0,,22,4,"$1,200",5,,1148833,,,10
,baths,beds,bedrooms,,,,,,38.02353,,-78.48886,,5,8,,,4,$899,,,,,,
9,baths,beds,bedrooms,9,9,10,97,,38.03791,10,-78.50964,,5,0,,7,5,"$1,274",5,,15020174,,,9
9,baths,beds,bedrooms,10,9,10,100,,38.04366,10,-78.4989,,6,2,,6,5,$999,5,,29334145,,,9
10,baths,beds,bedrooms,10,10,10,100,,38.01799,10,-78.49218,,7,6,,52,6,$975,5,,11143292,,,10
10,baths,beds,bedrooms,10,10,10,98,,37.99063,10,-78.43742,,6,0,,20,6,"$1,208",5,,15581613,,,10
10,baths,beds,bedrooms,10,10,10,99,,38.01351,10,-78.47874,,7,2,,29,4,$850,5,,21150886,,,10
,baths,beds,bedrooms,,,,,,38.05023,,-78.50022,,6,0,,,5,$859,,,40773416,,,
9,baths,beds,bedrooms,10,9,10,96,,38.04602,10,-78.50173,,7,2,,11,6,"$1,769",5,,11584825,,,9
,baths,beds,bedrooms,,,,,,38.07948,,-78.49788,,6,6,,,6,"$2,354",,,17611082,,,
10,baths,beds,bedrooms,10,10,10,98,,38.02515,10,-78.47678,,6,8,,12,4,"$1,104",5,,1247871,,,10
,baths,beds,bedrooms,,,,,,38.05875,,-78.48222,,5,0,,,5,"$1,013",,,32043012,,,
,baths,beds,bedrooms,,,,,,38.04465,,-78.4929,,5,9,,,4,"$1,214",,,8773668,,,
10,baths,beds,bedrooms,10,10,10,100,,38.04423,10,-78.50144,,9,6,,14,5,"$1,755",5,,2537050,,,10
9,baths,beds,bedrooms,10,10,10,96,,38.04,9,-78.47035,,5,0,,22,4,"$1,404",5,,1148833,,,10
,baths,beds,bedrooms,,,,,,38.02353,,-78.48886,,5,8,,,4,"$1,083",,,,,,
9,baths,beds,bedrooms,9,9,10,97,,38.03791,10,-78.50964,,5,0,,7,5,"$1,518",5,,15020174,,,9
9,baths,beds,bedrooms,10,9,10,100,,38.04366,10,-78.4989,,6,2,,6,5,"$1,225",5,,29334145,,,9
10,baths,beds,bedrooms,10,10,10,100,,38.01799,10,-78.49218,,7,6,,52,6,"$1,161",5,,11143292,,,10
10,baths,beds,bedrooms,10,10,10,98,,37.99063,10,-78.43742,,6,0,,20,6,"$1,461",5,,15581613,,,10
10,baths,beds,bedrooms,10,10,10,99,,38.01351,10,-78.47874,,7,2,,29,4,"$1,013",5,,21150886,,,10
,baths,beds,bedrooms,,,,,,38.05023,,-78.50022,,6,0,,,5,"$1,050",,,40773416,,,
9,baths,beds,bedrooms,10,9,10,96,,38.04602,10,-78.50173,,7,2,,11,6,"$1,769",5,,11584825,,,9
,baths,beds,bedrooms,,,,,,38.07948,,-78.49788,,6,6,,,6,"$2,354",,,17611082,,,
10,baths,beds,bedrooms,10,10,10,98,,38.02515,10,-78.47678,,6,8,,12,4,"$1,104",5,,1247871,,,10
,baths,beds,bedrooms,,,,,,38.05875,,-78.48222,,5,0,,,5,"$1,013",,,32043012,,,
,baths,beds,bedrooms,,,,,,38.04465,,-78.4929,,5,9,,,4,"$1,214",,,8773668,,,
10,baths,beds,bedrooms,10,10,10,100,,38.04423,10,-78.50144,,9,6,,14,5,"$1,755",5,,2537050,,,10
9,baths,beds,bedrooms,10,10,10,96,,38.04,9,-78.47035,,5,0,,22,4,"$1,404",5,,1148833,,,10
,baths,beds,bedrooms,,,,,,38.02353,,-78.48886,,5,8,,,4,"$1,083",,,,,,
9,baths,beds,bedrooms,9,9,10,97,,38.03791,10,-78.50964,,5,0,,7,5,"$1,518",5,,15020174,,,9
9,baths,beds,bedrooms,10,9,10,100,,38.04366,10,-78.4989,,6,2,,6,5,"$1,225",5,,29334145,,,9
10,baths,beds,bedrooms,10,10,10,100,,38.01799,10,-78.49218,,7,6,,52,6,"$1,161",5,,11143292,,,10
10,baths,beds,bedrooms,10,10,10,98,,37.99063,10,-78.43742,,6,0,,20,6,"$1,461",5,,15581613,,,10
10,baths,beds,bedrooms,10,10,10,99,,38.01351,10,-78.47874,,7,2,,29,4,"$1,013",5,,21150886,,,10
,baths,beds,bedrooms,,,,,,38.05023,,-78.50022,,6,0,,,5,"$1,050",,,40773416,,,
9,baths,beds,bedrooms,10,9,10,96,,38.04602,10,-78.50173,,7,2,,11,6,"$1,500",5,,11584825,,,9
,baths,beds,bedrooms,,,,,,38.07948,,-78.49788,,6,6,,,6,"$2,000",,,17611082,,,
10,baths,beds,bedrooms,10,10,10,100,,38.04423,10,-78.50144,,9,6,,14,5,"$1,500",5,,2537050,,,10
9,baths,beds,bedrooms,10,10,10,96,,38.04,9,-78.47035,,5,0,,22,4,"$1,200",5,,1148833,,,10
9,baths,beds,bedrooms,9,9,10,97,,38.03791,10,-78.50964,,5,0,,7,5,"$1,274",5,,15020174,,,9
9,baths,beds,bedrooms,10,9,10,100,,38.04366,10,-78.4989,,6,2,,6,5,$999,5,,29334145,,,9
10,baths,beds,bedrooms,10,10,10,98,,37.99063,10,-78.43742,,6,0,,20,6,"$1,208",5,,15581613,,,10
9,baths,beds,bedrooms,10,9,10,96,,38.04602,10,-78.50173,,7,2,,11,6,"$1,769",5,,11584825,,,9
,baths,beds,bedrooms,,,,,,38.07948,,-78.49788,,6,6,,,6,"$2,354",,,17611082,,,
10,baths,beds,bedrooms,10,10,10,100,,38.04423,10,-78.50144,,9,6,,14,5,"$1,755",5,,2537050,,,10
9,baths,beds,bedrooms,10,10,10,96,,38.04,9,-78.47035,,5,0,,22,4,"$1,404",5,,1148833,,,10
9,baths,beds,bedrooms,9,9,10,97,,38.03791,10,-78.50964,,5,0,,7,5,"$1,518",5,,15020174,,,9
9,baths,beds,bedrooms,10,9,10,100,,38.04366,10,-78.4989,,6,2,,6,5,"$1,225",5,,29334145,,,9
10,baths,beds,bedrooms,10,10,10,98,,37.99063,10,-78.43742,,6,0,,20,6,"$1,461",5,,15581613,,,10
9,baths,beds,bedrooms,10,9,10,96,,38.04602,10,-78.50173,,7,2,,11,6,"$1,500",5,,11584825,,,9
,baths,beds,bedrooms,,,,,,38.07948,,-78.49788,,6,6,,,6,"$2,000",,,17611082,,,
10,baths,beds,bedrooms,10,10,10,98,,38.02515,10,-78.47678,,6,8,,12,4,$930,5,,1247871,,,10
,baths,beds,bedrooms,,,,,,38.05875,,-78.48222,,5,0,,,5,$850,,,32043012,,,
,baths,beds,bedrooms,,,,,,38.04465,,-78.4929,,5,9,,,4,$995,,,8773668,,,
10,baths,beds,bedrooms,10,10,10,100,,38.04423,10,-78.50144,,9,6,,14,5,"$1,500",5,,2537050,,,10
9,baths,beds,bedrooms,10,10,10,96,,38.04,9,-78.47035,,5,0,,22,4,"$1,200",5,,1148833,,,10
,baths,beds,bedrooms,,,,,,38.02353,,-78.48886,,5,8,,,4,$899,,,,,,
9,baths,beds,bedrooms,9,9,10,97,,38.03791,10,-78.50964,,5,0,,7,5,"$1,274",5,,15020174,,,9
9,baths,beds,bedrooms,10,9,10,100,,38.04366,10,-78.4989,,6,2,,6,5,$999,5,,29334145,,,9
10,baths,beds,bedrooms,10,10,10,100,,38.01799,10,-78.49218,,7,6,,52,6,$975,5,,11143292,,,10
10,baths,beds,bedrooms,10,10,10,98,,37.99063,10,-78.43742,,6,0,,20,6,"$1,208",5,,15581613,,,10
10,baths,beds,bedrooms,10,10,10,99,,38.01351,10,-78.47874,,7,2,,29,4,$850,5,,21150886,,,10
,baths,beds,bedrooms,,,,,,38.05023,,-78.50022,,6,0,,,5,$859,,,40773416,,,
9,baths,beds,bedrooms,10,9,10,96,,38.04602,10,-78.50173,,7,2,,11,6,"$1,769",5,,11584825,,,9
,baths,beds,bedrooms,,,,,,38.07948,,-78.49788,,6,6,,,6,"$2,354",,,17611082,,,
10,baths,beds,bedrooms,10,10,10,98,,38.02515,10,-78.47678,,6,8,,12,4,"$1,104",5,,1247871,,,10
,baths,beds,bedrooms,,,,,,38.05875,,-78.48222,,5,0,,,5,"$1,013",,,32043012,,,
,baths,beds,bedrooms,,,,,,38.04465,,-78.4929,,5,9,,,4,"$1,214",,,8773668,,,
10,baths,beds,bedrooms,10,10,10,100,,38.04423,10,-78.50144,,9,6,,14,5,"$1,755",5,,2537050,,,10
9,baths,beds,bedrooms,10,10,10,96,,38.04,9,-78.47035,,5,0,,22,4,"$1,404",5,,1148833,,,10
,baths,beds,bedrooms,,,,,,38.02353,,-78.48886,,5,8,,,4,"$1,083",,,,,,
9,baths,beds,bedrooms,9,9,10,97,,38.03791,10,-78.50964,,5,0,,7,5,"$1,518",5,,15020174,,,9
9,baths,beds,bedrooms,10,9,10,100,,38.04366,10,-78.4989,,6,2,,6,5,"$1,225",5,,29334145,,,9
10,baths,beds,bedrooms,10,10,10,100,,38.01799,10,-78.49218,,7,6,,52,6,"$1,161",5,,11143292,,,10
10,baths,beds,bedrooms,10,10,10,98,,37.99063,10,-78.43742,,6,0,,20,6,"$1,461",5,,15581613,,,10
10,baths,beds,bedrooms,10,10,10,99,,38.01351,10,-78.47874,,7,2,,29,4,"$1,013",5,,21150886,,,10
,baths,beds,bedrooms,,,,,,38.05023,,-78.50022,,6,0,,,5,"$1,050",,,40773416,,,
9,baths,beds,bedrooms,10,9,10,96,,38.04602,10,-78.50173,,7,2,,11,6,"$1,500",5,,11584825,,,9
,baths,beds,bedrooms,,,,,,38.07948,,-78.49788,,6,6,,,6,"$2,000",,,17611082,,,
10,baths,beds,bedrooms,10,10,10,100,,38.04423,10,-78.50144,,9,6,,14,5,"$1,500",5,,2537050,,,10
9,baths,beds,bedrooms,10,10,10,96,,38.04,9,-78.47035,,5,0,,22,4,"$1,200",5,,1148833,,,10
9,baths,beds,bedrooms,9,9,10,97,,38.03791,10,-78.50964,,5,0,,7,5,"$1,274",5,,15020174,,,9
